text,text_en,cmp_code,eu_code,ends_with_period,ends_with_question,ends_with_exclamation,ends_with_colon,ends_with_semicolon,ends_with_comma,is_sentence_complete,is_clause_complete,has_no_punctuation,text_length,word_count,context,thought_id,input_text
Für die klimaneutrale Modernisierung der Industrie24,For the climate-neutral modernization of industry24,,,False,False,False,False,False,False,False,False,True,51,6,GROWING TOGETHER GOVERNMENT PROGRAM 2025 TABLE OF CONTENTS Preamble CHAPTER 1 Growing into the future - ecologically and economically 14 A strong economy for secure jobs17 For a competitive location17 For more workers and equal employment opportunities for women 19 For a strong European economy20 For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32,1,For the climate-neutral modernization of industry24 </s> </s> GROWING TOGETHER GOVERNMENT PROGRAM 2025 TABLE OF CONTENTS Preamble CHAPTER 1 Growing into the future - ecologically and economically 14 A strong economy for secure jobs17 For a competitive location17 For more workers and equal employment opportunities for women 19 For a strong European economy20 For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 </s>
Für die Stärkung von Mittelstand und Handwerk26,For the strengthening of SMEs and skilled trades26,,,False,False,False,False,False,False,False,False,True,50,8,GROWING TOGETHER GOVERNMENT PROGRAM 2025 TABLE OF CONTENTS Preamble CHAPTER 1 Growing into the future - ecologically and economically 14 A strong economy for secure jobs17 For a competitive location17 For more workers and equal employment opportunities for women 19 For a strong European economy20 For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32,1,For the strengthening of SMEs and skilled trades26 </s> </s> GROWING TOGETHER GOVERNMENT PROGRAM 2025 TABLE OF CONTENTS Preamble CHAPTER 1 Growing into the future - ecologically and economically 14 A strong economy for secure jobs17 For a competitive location17 For more workers and equal employment opportunities for women 19 For a strong European economy20 For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 </s>
Für Wirtschaftssicherheit und zukunftsfähigen Außenhandel28,For economic security and sustainable foreign trade28,,,False,False,False,False,False,False,False,False,True,53,7,GROWING TOGETHER GOVERNMENT PROGRAM 2025 TABLE OF CONTENTS Preamble CHAPTER 1 Growing into the future - ecologically and economically 14 A strong economy for secure jobs17 For a competitive location17 For more workers and equal employment opportunities for women 19 For a strong European economy20 For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32,1,For economic security and sustainable foreign trade28 </s> </s> GROWING TOGETHER GOVERNMENT PROGRAM 2025 TABLE OF CONTENTS Preamble CHAPTER 1 Growing into the future - ecologically and economically 14 A strong economy for secure jobs17 For a competitive location17 For more workers and equal employment opportunities for women 19 For a strong European economy20 For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 </s>
Für Rohstoffsicherheit und Kreislaufwirtschaft30,For raw material security and a circular economy30,,,False,False,False,False,False,False,False,False,True,50,8,GROWING TOGETHER GOVERNMENT PROGRAM 2025 TABLE OF CONTENTS Preamble CHAPTER 1 Growing into the future - ecologically and economically 14 A strong economy for secure jobs17 For a competitive location17 For more workers and equal employment opportunities for women 19 For a strong European economy20 For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32,1,For raw material security and a circular economy30 </s> </s> GROWING TOGETHER GOVERNMENT PROGRAM 2025 TABLE OF CONTENTS Preamble CHAPTER 1 Growing into the future - ecologically and economically 14 A strong economy for secure jobs17 For a competitive location17 For more workers and equal employment opportunities for women 19 For a strong European economy20 For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 </s>
Für einen starken Verbraucherschutz31,For strong consumer protection31,,,False,False,False,False,False,False,False,False,True,32,4,GROWING TOGETHER GOVERNMENT PROGRAM 2025 TABLE OF CONTENTS Preamble CHAPTER 1 Growing into the future - ecologically and economically 14 A strong economy for secure jobs17 For a competitive location17 For more workers and equal employment opportunities for women 19 For a strong European economy20 For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32,1,For strong consumer protection31 </s> </s> GROWING TOGETHER GOVERNMENT PROGRAM 2025 TABLE OF CONTENTS Preamble CHAPTER 1 Growing into the future - ecologically and economically 14 A strong economy for secure jobs17 For a competitive location17 For more workers and equal employment opportunities for women 19 For a strong European economy20 For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 </s>
Ein modernes und digitales Land32,A modern and digital country32,,,False,False,False,False,False,False,False,False,True,30,5,GROWING TOGETHER GOVERNMENT PROGRAM 2025 TABLE OF CONTENTS Preamble CHAPTER 1 Growing into the future - ecologically and economically 14 A strong economy for secure jobs17 For a competitive location17 For more workers and equal employment opportunities for women 19 For a strong European economy20 For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32,1,A modern and digital country32 </s> </s> GROWING TOGETHER GOVERNMENT PROGRAM 2025 TABLE OF CONTENTS Preamble CHAPTER 1 Growing into the future - ecologically and economically 14 A strong economy for secure jobs17 For a competitive location17 For more workers and equal employment opportunities for women 19 For a strong European economy20 For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 </s>
"Für einen Staat, der für die Menschen funktioniert32",For a state that works for the people32,,,False,False,False,False,False,False,False,False,True,39,8,"For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41",2,"For a state that works for the people32 </s> </s> For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 </s>"
Für eine serviceorientierte Verwaltung33,For a service-oriented administration33,,,False,False,False,False,False,False,False,False,True,39,4,"For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41",2,"For a service-oriented administration33 </s> </s> For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 </s>"
Für eine schnelle und umfassende Digitalisierung34,For rapid and comprehensive digitalization34,,,False,False,False,False,False,False,False,False,True,44,5,"For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41",2,"For rapid and comprehensive digitalization34 </s> </s> For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 </s>"
Für einen Deutschlandfonds und eine Reform der Schuldenbremse36,For a Germany Fund and a reform of the debt brake36,,,False,False,False,False,False,False,False,False,True,51,11,"For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41",2,"For a Germany Fund and a reform of the debt brake36 </s> </s> For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 </s>"
"Ein Klima, in dem wir gut leben können37",A climate in which we can live well37,,,False,False,False,False,False,False,False,False,True,37,8,"For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41",2,"A climate in which we can live well37 </s> </s> For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 </s>"
Für ein stabiles und sicheres Klima37,For a stable and safe climate37,,,False,False,False,False,False,False,False,False,True,31,6,"For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41",2,"For a stable and safe climate37 </s> </s> For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 </s>"
Für sozial gerechten Klimaschutz39,For socially just climate protection39,,,False,False,False,False,False,False,False,False,True,38,5,"For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41",2,"For socially just climate protection39 </s> </s> For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 </s>"
"Für günstige, verlässliche und klimaneutrale Energie41","For affordable, reliable and climate-neutral energy41",,,False,False,False,False,False,False,False,False,True,53,6,"For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41",2,"For affordable, reliable and climate-neutral energy41 </s> </s> For functioning and sustainable financial markets21 For more innovative strength22 For the climate-neutral modernization of industry24 For the strengthening of SMEs and skilled trades26 For economic security and sustainable foreign trade28 For raw material security and a circular economy30 For strong consumer protection31 A modern and digital country32 For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 </s>"
Für verlässliche und bezahlbare Wärme44,For reliable and affordable heat44,,,False,False,False,False,False,False,False,False,True,34,5,"For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 For reliable and affordable heat44 For precautionary adaptation to a changing climate45 A mobile society - city and countryside together46 For sustainable, safe and rapid progress46 For reliable and affordable rail49 For equal living conditions50 A natural environment that we protect51 For an intact natural environment51",3,"For reliable and affordable heat44 </s> </s> For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 For reliable and affordable heat44 For precautionary adaptation to a changing climate45 A mobile society - city and countryside together46 For sustainable, safe and rapid progress46 For reliable and affordable rail49 For equal living conditions50 A natural environment that we protect51 For an intact natural environment51 </s>"
Für vorsorgende Anpassungen an ein verändertes Klima45,For precautionary adaptation to a changing climate45,,,False,False,False,False,False,False,False,False,True,52,7,"For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 For reliable and affordable heat44 For precautionary adaptation to a changing climate45 A mobile society - city and countryside together46 For sustainable, safe and rapid progress46 For reliable and affordable rail49 For equal living conditions50 A natural environment that we protect51 For an intact natural environment51",3,"For precautionary adaptation to a changing climate45 </s> </s> For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 For reliable and affordable heat44 For precautionary adaptation to a changing climate45 A mobile society - city and countryside together46 For sustainable, safe and rapid progress46 For reliable and affordable rail49 For equal living conditions50 A natural environment that we protect51 For an intact natural environment51 </s>"
Eine mobile Gesellschaft - Stadt und Land zusammen46,A mobile society - city and countryside together46,,,False,False,False,False,False,False,False,False,True,50,8,"For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 For reliable and affordable heat44 For precautionary adaptation to a changing climate45 A mobile society - city and countryside together46 For sustainable, safe and rapid progress46 For reliable and affordable rail49 For equal living conditions50 A natural environment that we protect51 For an intact natural environment51",3,"A mobile society - city and countryside together46 </s> </s> For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 For reliable and affordable heat44 For precautionary adaptation to a changing climate45 A mobile society - city and countryside together46 For sustainable, safe and rapid progress46 For reliable and affordable rail49 For equal living conditions50 A natural environment that we protect51 For an intact natural environment51 </s>"
"Für nachhaltiges, sicheres und zügiges Fortkommen46","For sustainable, safe and rapid progress46",,,False,False,False,False,False,False,False,False,True,42,6,"For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 For reliable and affordable heat44 For precautionary adaptation to a changing climate45 A mobile society - city and countryside together46 For sustainable, safe and rapid progress46 For reliable and affordable rail49 For equal living conditions50 A natural environment that we protect51 For an intact natural environment51",3,"For sustainable, safe and rapid progress46 </s> </s> For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 For reliable and affordable heat44 For precautionary adaptation to a changing climate45 A mobile society - city and countryside together46 For sustainable, safe and rapid progress46 For reliable and affordable rail49 For equal living conditions50 A natural environment that we protect51 For an intact natural environment51 </s>"
Für eine verlässliche und bezahlbare Bahn49,For reliable and affordable rail49,,,False,False,False,False,False,False,False,False,True,34,5,"For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 For reliable and affordable heat44 For precautionary adaptation to a changing climate45 A mobile society - city and countryside together46 For sustainable, safe and rapid progress46 For reliable and affordable rail49 For equal living conditions50 A natural environment that we protect51 For an intact natural environment51",3,"For reliable and affordable rail49 </s> </s> For a state that works for the people32 For a service-oriented administration33 For rapid and comprehensive digitalization34 For a Germany Fund and a reform of the debt brake36 A climate in which we can live well37 For a stable and safe climate37 For socially just climate protection39 For affordable, reliable and climate-neutral energy41 For reliable and affordable heat44 For precautionary adaptation to a changing climate45 A mobile society - city and countryside together46 For sustainable, safe and rapid progress46 For reliable and affordable rail49 For equal living conditions50 A natural environment that we protect51 For an intact natural environment51 </s>"
