text,text_en,cmp_code,eu_code,ends_with_period,ends_with_question,ends_with_exclamation,ends_with_colon,ends_with_semicolon,ends_with_comma,is_sentence_complete,is_clause_complete,has_no_punctuation,text_length,word_count,context,thought_id,input_text
Ja zu Freiräumen für die Wirtschaft ................................................,Yes to freedom for the economy ................................................,,,True,False,False,False,False,False,True,True,False,79,7,Policy change for Germany Election program of the CDU and CSU Contents - SHORT VERSION - Policy change for Germany................................................................. 1 - LONG VERSION - I. For a Germany we can be proud of again ......... 10 II. Our plan for a country that once again creates prosperity for all...11 Yes to an agenda for the hard-working................................................ 11 Yes to freedom for the economy ................................................,1,Yes to freedom for the economy ................................................ </s> </s> Policy change for Germany Election program of the CDU and CSU Contents - SHORT VERSION - Policy change for Germany................................................................. 1 - LONG VERSION - I. For a Germany we can be proud of again ......... 10 II. Our plan for a country that once again creates prosperity for all...11 Yes to an agenda for the hard-working................................................ 11 Yes to freedom for the economy ................................................ </s>
"13 Ja zu bezahlbarer, sicherer und sauberer Energie......................... 19 Ja zu marktwirtschaftlichem Klima- und Umweltschutz.............. 21 Ja zu Forschung, Innovationen und neuen Technologien ............ 24 Ja zu einem starken und gerechten Sozialstaat ............................. 29","13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29",,,False,False,False,False,False,False,False,False,True,282,36,"Our plan for a country that once again creates prosperity for all...11 Yes to an agenda for the hard-working................................................ 11 Yes to freedom for the economy ................................................ 13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29 Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33 III.",2,"13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29 </s> </s> Our plan for a country that once again creates prosperity for all...11 Yes to an agenda for the hard-working................................................ 11 Yes to freedom for the economy ................................................ 13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29 Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33 III. </s>"
"Ja zu mehr Eigentum, Vermögensbildung und sicherer Altersvorsorge..................................................................................... 31 Ja zu einer Landwirtschaft mit Zukunft .......................................... 33","Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33",,,False,False,False,False,False,False,False,False,True,234,19,"Our plan for a country that once again creates prosperity for all...11 Yes to an agenda for the hard-working................................................ 11 Yes to freedom for the economy ................................................ 13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29 Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33 III.",2,"Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33 </s> </s> Our plan for a country that once again creates prosperity for all...11 Yes to an agenda for the hard-working................................................ 11 Yes to freedom for the economy ................................................ 13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29 Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33 III. </s>"
III.,III.,,,True,False,False,False,False,False,True,True,False,4,1,"Our plan for a country that once again creates prosperity for all...11 Yes to an agenda for the hard-working................................................ 11 Yes to freedom for the economy ................................................ 13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29 Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33 III.",2,"III. </s> </s> Our plan for a country that once again creates prosperity for all...11 Yes to an agenda for the hard-working................................................ 11 Yes to freedom for the economy ................................................ 13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29 Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33 III. </s>"
"Unser Plan für ein Land, das frei und wieder sicher ist ................ 36",Our plan for a country that is free and safe again ................ 36,,,False,False,False,False,False,False,False,False,True,70,13,"13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29 Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33 III. Our plan for a country that is free and safe again ................ 36 Yes to law and order .................................................................. 36 Yes to stopping illegal migration............................................... 40 Yes to a defensive democracy ................................................. 42 Yes to our responsibility in the world........................................ 45 Yes to a fully defensible Bundeswehr ....................... 48 Yes to a strong Europe .............................................................. 51 IV.",3,"Our plan for a country that is free and safe again ................ 36 </s> </s> 13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29 Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33 III. Our plan for a country that is free and safe again ................ 36 Yes to law and order .................................................................. 36 Yes to stopping illegal migration............................................... 40 Yes to a defensive democracy ................................................. 42 Yes to our responsibility in the world........................................ 45 Yes to a fully defensible Bundeswehr ....................... 48 Yes </s>"
Ja zu Recht und Ordnung .................................................................. 36 Ja zum Stopp der illegalen Migration............................................... 40 Ja zu einer wehrhaften Demokratie ................................................. 42 Ja zu unserer Verantwortung in der Welt........................................ 45 Ja zu einer voll verteidigungsfähigen Bundeswehr ....................... 48 Ja zu einem starken Europa .............................................................. 51,Yes to law and order .................................................................. 36 Yes to stopping illegal migration............................................... 40 Yes to a defensive democracy ................................................. 42 Yes to our responsibility in the world........................................ 45 Yes to a fully defensible Bundeswehr ....................... 48 Yes to a strong Europe .............................................................. 51,,,False,False,False,False,False,False,False,False,True,491,43,"13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29 Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33 III. Our plan for a country that is free and safe again ................ 36 Yes to law and order .................................................................. 36 Yes to stopping illegal migration............................................... 40 Yes to a defensive democracy ................................................. 42 Yes to our responsibility in the world........................................ 45 Yes to a fully defensible Bundeswehr ....................... 48 Yes to a strong Europe .............................................................. 51 IV.",3,"Yes to law and order .................................................................. 36 Yes to stopping illegal migration............................................... 40 Yes to a defensive democracy ................................................. 42 Yes to our responsibility in the world........................................ 45 Yes to a fully defensible Bundeswehr ....................... 48 Yes to a strong Europe .............................................................. 51 </s> </s> 13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29 Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33 III. Our plan for a country that is free and safe again ................ 36 Yes to law and order .................................................................. 36 Yes to stopping illegal migration............................................... 40 Yes to a defensive democracy ................................................. 42 Yes to our responsibility in the world........................................ 45 Yes to a fully defensible Bundeswehr ....................... 48 Yes </s>"
IV.,IV.,,,True,False,False,False,False,False,True,True,False,3,1,"13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29 Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33 III. Our plan for a country that is free and safe again ................ 36 Yes to law and order .................................................................. 36 Yes to stopping illegal migration............................................... 40 Yes to a defensive democracy ................................................. 42 Yes to our responsibility in the world........................................ 45 Yes to a fully defensible Bundeswehr ....................... 48 Yes to a strong Europe .............................................................. 51 IV.",3,"IV. </s> </s> 13 Yes to affordable, safe and clean energy......................... 19 Yes to market-based climate and environmental protection.............. 21 Yes to research, innovation and new technologies ............ 24 Yes to a strong and fair welfare state ............................. 29 Yes to more property ownership, wealth creation and secure pensions..................................................................................... 31 Yes to agriculture with a future .......................................... 33 III. Our plan for a country that is free and safe again ................ 36 Yes to law and order .................................................................. 36 Yes to stopping illegal migration............................................... 40 Yes to a defensive democracy ................................................. 42 Yes to our responsibility in the world........................................ 45 Yes to a fully defensible Bundeswehr ....................... 48 Yes </s>"
"Unser Plan für ein Land, das wieder zusammenhält.....................54",Our plan for a country that sticks together again.....................54,,,False,False,False,False,False,False,False,False,True,72,9,Our plan for a country that is free and safe again ................ 36 Yes to law and order .................................................................. 36 Yes to stopping illegal migration............................................... 40 Yes to a defensive democracy ................................................. 42 Yes to our responsibility in the world........................................ 45 Yes to a fully defensible Bundeswehr ....................... 48 Yes to a strong Europe .............................................................. 51 IV. Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility ....................................................,4,Our plan for a country that sticks together again.....................54 </s> </s> Our plan for a country that is free and safe again ................ 36 Yes to law and order .................................................................. 36 Yes to stopping illegal migration............................................... 40 Yes to a defensive democracy ................................................. 42 Yes to our responsibility in the world........................................ 45 Yes to a fully defensible Bundeswehr ....................... 48 Yes to a strong Europe .............................................................. 51 IV. Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility .................................................... </s>
Ja zu Leitkultur und Zusammenhalt................................................ 54 Ja zu Familie und Verantwortung ....................................................,Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility ....................................................,,,True,False,False,False,False,False,True,True,False,174,14,Our plan for a country that is free and safe again ................ 36 Yes to law and order .................................................................. 36 Yes to stopping illegal migration............................................... 40 Yes to a defensive democracy ................................................. 42 Yes to our responsibility in the world........................................ 45 Yes to a fully defensible Bundeswehr ....................... 48 Yes to a strong Europe .............................................................. 51 IV. Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility ....................................................,4,Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility .................................................... </s> </s> Our plan for a country that is free and safe again ................ 36 Yes to law and order .................................................................. 36 Yes to stopping illegal migration............................................... 40 Yes to a defensive democracy ................................................. 42 Yes to our responsibility in the world........................................ 45 Yes to a fully defensible Bundeswehr ....................... 48 Yes to a strong Europe .............................................................. 51 IV. Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility .................................................... </s>
"60 Ja zu Aufstieg durch Bildung ............................................................ 62 Ja zu leistungsstarker beruflicher und akademischer Bildung.... 64 Ja zu guter Gesundheit und Pflege ................................................... 67 Ja zu bezahlbarem Bauen, Wohnen und zukunftsfähiger Mobilität............................................................................................... 70 Ja zu einem funktionierenden Staat – das ist unser Zukunftsversprechen ........................................................................ 73","60 Yes to advancement through education ............................................................ 62 Yes to high-performing vocational and academic education.... 64 Yes to good health and care ................................................... 67 Yes to affordable construction, housing and sustainable mobility............................................................................................... 70 Yes to a functioning state - that is our promise for the future ........................................................................ 73",,,False,False,False,False,False,False,False,False,True,553,48,"Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility .................................................... 60 Yes to advancement through education ............................................................ 62 Yes to high-performing vocational and academic education.... 64 Yes to good health and care ................................................... 67 Yes to affordable construction, housing and sustainable mobility............................................................................................... 70 Yes to a functioning state - that is our promise for the future ........................................................................ 73 Election appeal ................................................................................................ 79 - LONG VERSION - I. For a Germany that we can be proud of again Our Federal Republic of Germany is a great success story: Reconstruction, economic miracle and world championship title, ties to the West, peaceful revolution, reunification and the East Germans' reconstruction efforts, prosperity, social market economy with good work and strong social security, ""Made in Germany"" as a globally recognized seal of quality, a strong European Union, our friendship with France and Poland, reconciliation with Israel and transatlantic partnership, freedom and security.",5,"60 Yes to advancement through education ............................................................ 62 Yes to high-performing vocational and academic education.... 64 Yes to good health and care ................................................... 67 Yes to affordable construction, housing and sustainable mobility............................................................................................... 70 Yes to a functioning state - that is our promise for the future ........................................................................ 73 </s> </s> Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility .................................................... 60 Yes to advancement through education ............................................................ 62 Yes to high-performing vocational and academic education.... 64 Yes to good health and care ................................................... 67 Yes to affordable construction, housing and sustainable mobility............................................................................................... 70 Yes to a functioning state - that is our promise for the future ........................................................................ 73 Election appeal ................................................................................................ 79 - LONG VERSION - I. For a Germany that we can be proud of again Our Federal Republ </s>"
Wahlaufruf ................................................................................................ 79,Election appeal ................................................................................................ 79,,,False,False,False,False,False,False,False,False,True,115,4,"Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility .................................................... 60 Yes to advancement through education ............................................................ 62 Yes to high-performing vocational and academic education.... 64 Yes to good health and care ................................................... 67 Yes to affordable construction, housing and sustainable mobility............................................................................................... 70 Yes to a functioning state - that is our promise for the future ........................................................................ 73 Election appeal ................................................................................................ 79 - LONG VERSION - I. For a Germany that we can be proud of again Our Federal Republic of Germany is a great success story: Reconstruction, economic miracle and world championship title, ties to the West, peaceful revolution, reunification and the East Germans' reconstruction efforts, prosperity, social market economy with good work and strong social security, ""Made in Germany"" as a globally recognized seal of quality, a strong European Union, our friendship with France and Poland, reconciliation with Israel and transatlantic partnership, freedom and security.",5,"Election appeal ................................................................................................ 79 </s> </s> Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility .................................................... 60 Yes to advancement through education ............................................................ 62 Yes to high-performing vocational and academic education.... 64 Yes to good health and care ................................................... 67 Yes to affordable construction, housing and sustainable mobility............................................................................................... 70 Yes to a functioning state - that is our promise for the future ........................................................................ 73 Election appeal ................................................................................................ 79 - LONG VERSION - I. For a Germany that we can be proud of again Our Federal Republ </s>"
- LANGFASSUNG -,- LONG VERSION -,H,,False,False,False,False,False,False,False,False,True,16,4,"Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility .................................................... 60 Yes to advancement through education ............................................................ 62 Yes to high-performing vocational and academic education.... 64 Yes to good health and care ................................................... 67 Yes to affordable construction, housing and sustainable mobility............................................................................................... 70 Yes to a functioning state - that is our promise for the future ........................................................................ 73 Election appeal ................................................................................................ 79 - LONG VERSION - I. For a Germany that we can be proud of again Our Federal Republic of Germany is a great success story: Reconstruction, economic miracle and world championship title, ties to the West, peaceful revolution, reunification and the East Germans' reconstruction efforts, prosperity, social market economy with good work and strong social security, ""Made in Germany"" as a globally recognized seal of quality, a strong European Union, our friendship with France and Poland, reconciliation with Israel and transatlantic partnership, freedom and security.",5,"- LONG VERSION - </s> </s> Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility .................................................... 60 Yes to advancement through education ............................................................ 62 Yes to high-performing vocational and academic education.... 64 Yes to good health and care ................................................... 67 Yes to affordable construction, housing and sustainable mobility............................................................................................... 70 Yes to a functioning state - that is our promise for the future ........................................................................ 73 Election appeal ................................................................................................ 79 - LONG VERSION - I. For a Germany that we can be proud of again Our Federal Republ </s>"
"I. Für ein Deutschland, auf das wir wieder stolz sein können",I. For a Germany that we can be proud of again,H,,False,False,False,False,False,False,False,False,True,46,11,"Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility .................................................... 60 Yes to advancement through education ............................................................ 62 Yes to high-performing vocational and academic education.... 64 Yes to good health and care ................................................... 67 Yes to affordable construction, housing and sustainable mobility............................................................................................... 70 Yes to a functioning state - that is our promise for the future ........................................................................ 73 Election appeal ................................................................................................ 79 - LONG VERSION - I. For a Germany that we can be proud of again Our Federal Republic of Germany is a great success story: Reconstruction, economic miracle and world championship title, ties to the West, peaceful revolution, reunification and the East Germans' reconstruction efforts, prosperity, social market economy with good work and strong social security, ""Made in Germany"" as a globally recognized seal of quality, a strong European Union, our friendship with France and Poland, reconciliation with Israel and transatlantic partnership, freedom and security.",5,"I. For a Germany that we can be proud of again </s> </s> Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility .................................................... 60 Yes to advancement through education ............................................................ 62 Yes to high-performing vocational and academic education.... 64 Yes to good health and care ................................................... 67 Yes to affordable construction, housing and sustainable mobility............................................................................................... 70 Yes to a functioning state - that is our promise for the future ........................................................................ 73 Election appeal ................................................................................................ 79 - LONG VERSION - I. For a Germany that we can be proud of again Our Federal Republ </s>"
"Unsere Bundesrepublik Deutschland ist eine großartige Erfolgsgeschichte: Wiederaufbau, Wirtschaftswunder und Weltmeistertitel, Westbindung, Friedliche Revolution, Wiedervereinigung und Aufbauleistung der Ostdeutschen, Wohlstand, Soziale Marktwirtschaft mit guter Arbeit und starken Sozialversicherungen, „Made in Germany“ als weltweit bekanntes Qualitätssiegel, eine starke Europäische Union, unsere Freundschaft mit Frankreich und Polen, Aussöhnung mit Israel und transatlantische Partnerschaft, Freiheit und Sicherheit.","Our Federal Republic of Germany is a great success story: Reconstruction, economic miracle and world championship title, ties to the West, peaceful revolution, reunification and the East Germans' reconstruction efforts, prosperity, social market economy with good work and strong social security, ""Made in Germany"" as a globally recognized seal of quality, a strong European Union, our friendship with France and Poland, reconciliation with Israel and transatlantic partnership, freedom and security.",601.1,,True,False,False,False,False,False,True,True,False,500,70,"Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility .................................................... 60 Yes to advancement through education ............................................................ 62 Yes to high-performing vocational and academic education.... 64 Yes to good health and care ................................................... 67 Yes to affordable construction, housing and sustainable mobility............................................................................................... 70 Yes to a functioning state - that is our promise for the future ........................................................................ 73 Election appeal ................................................................................................ 79 - LONG VERSION - I. For a Germany that we can be proud of again Our Federal Republic of Germany is a great success story: Reconstruction, economic miracle and world championship title, ties to the West, peaceful revolution, reunification and the East Germans' reconstruction efforts, prosperity, social market economy with good work and strong social security, ""Made in Germany"" as a globally recognized seal of quality, a strong European Union, our friendship with France and Poland, reconciliation with Israel and transatlantic partnership, freedom and security.",5,"Our Federal Republic of Germany is a great success story: Reconstruction, economic miracle and world championship title, ties to the West, peaceful revolution, reunification and the East Germans' reconstruction efforts, prosperity, social market economy with good work and strong social security, ""Made in Germany"" as a globally recognized seal of quality, a strong European Union, our friendship with France and Poland, reconciliation with Israel and transatlantic partnership, freedom and security. </s> </s> Our plan for a country that sticks together again.....................54 Yes to a guiding culture and cohesion................................................ 54 Yes to family and responsibility .................................................... 60 Yes to advancement through education ............................................................ 62 Yes to high-performing vocational and academic education.... 64 Yes to good health and care ................................................... 67 Yes to affordable construction, housing and sustainable mobility............................................................................................... 70 Yes to a functioning state - that is our promise for the future ........................................................................ 73 Election appeal ................................................................................................ 79 - LONG VERSION - I. For a Germany that we can be proud of again Our Federal Republ </s>"
