text,text_en,cmp_code,eu_code,ends_with_period,ends_with_question,ends_with_exclamation,ends_with_colon,ends_with_semicolon,ends_with_comma,is_sentence_complete,is_clause_complete,has_no_punctuation,text_length,word_count,context,thought_id,input_text
und die wachsende Kriegsgefahr.,and the growing threat of war.,106,,True,False,False,False,False,False,True,True,False,30,6,"Many people in Germany today live with fears of social decline and existential worries. They are worried about the downturn in our industry, the shortage of teachers, doctors and nurses, the lack of security in old age, the loss of control over migration and the growing threat of war.",3,"and the growing threat of war. </s> </s> Many people in Germany today live with fears of social decline and existential worries. They are worried about the downturn in our industry, the shortage of teachers, doctors and nurses, the lack of security in old age, the loss of control over migration and the growing threat of war. </s>"
Die hohen Preise und steigenden Mieten stellen ihren bescheidenen Wohlstand infrage.,High prices and rising rents are calling their modest prosperity into question.,503,,True,False,False,False,False,False,True,True,False,79,12,"They are worried about the downturn in our industry, the shortage of teachers, doctors and nurses, the lack of security in old age, the loss of control over migration and the growing threat of war. High prices and rising rents are calling their modest prosperity into question.",4,"High prices and rising rents are calling their modest prosperity into question. </s> </s> They are worried about the downturn in our industry, the shortage of teachers, doctors and nurses, the lack of security in old age, the loss of control over migration and the growing threat of war. High prices and rising rents are calling their modest prosperity into question. </s>"
Viele fühlen sich heute unsicher im eigenen Land.,Many now feel insecure in their own country.,605.1,,True,False,False,False,False,False,True,True,False,44,8,High prices and rising rents are calling their modest prosperity into question. Many now feel insecure in their own country.,5,Many now feel insecure in their own country. </s> </s> High prices and rising rents are calling their modest prosperity into question. Many now feel insecure in their own country. </s>
Für die entstandene Situation tragen die Parteien der gescheiterten Ampel besondere Verantwortung.,The parties of the failed traffic light coalition bear particular responsibility for the situation that has arisen.,305.1,,True,False,False,False,False,False,True,True,False,115,17,Many now feel insecure in their own country. The parties of the failed traffic light coalition bear particular responsibility for the situation that has arisen.,6,The parties of the failed traffic light coalition bear particular responsibility for the situation that has arisen. </s> </s> Many now feel insecure in their own country. The parties of the failed traffic light coalition bear particular responsibility for the situation that has arisen. </s>
Doch bereits in 16 Jahren CDU-Kanzlerschaft wurden die Weichen Richtung Abstieg gestellt.,"However, 16 years of CDU chancellorship have already set the course for decline.",305.1,,True,False,False,False,False,False,True,True,False,80,13,"The parties of the failed traffic light coalition bear particular responsibility for the situation that has arisen. However, 16 years of CDU chancellorship have already set the course for decline.",7,"However, 16 years of CDU chancellorship have already set the course for decline. </s> </s> The parties of the failed traffic light coalition bear particular responsibility for the situation that has arisen. However, 16 years of CDU chancellorship have already set the course for decline. </s>"
"Unser Land steht an einem Wendepunkt: In der nächsten Wahlperiode wird sich entscheiden, ob Deutschland auch in Zukunft zur Liga der führenden Industrienationen gehört oder unwiderruflich absteigt, weil es wichtige Industrien und damit die Basis seines Wohlstands verliert.",Our country is at a turning point: the next election period will decide whether Germany will remain in the league of leading industrial nations in the future or whether it will be irrevocably relegated because it is losing important industries and thus the basis of its prosperity.,410,,True,False,False,False,False,False,True,True,False,281,47,"However, 16 years of CDU chancellorship have already set the course for decline. Our country is at a turning point: the next election period will decide whether Germany will remain in the league of leading industrial nations in the future or whether it will be irrevocably relegated because it is losing important industries and thus the basis of its prosperity.",8,"Our country is at a turning point: the next election period will decide whether Germany will remain in the league of leading industrial nations in the future or whether it will be irrevocably relegated because it is losing important industries and thus the basis of its prosperity. </s> </s> However, 16 years of CDU chancellorship have already set the course for decline. Our country is at a turning point: the next election period will decide whether Germany will remain in the league of leading industrial nations in the future or whether it will be irrevocably relegated because it is losing important industries and thus the basis of its prosperity. </s>"
"Zugleich muss alles getan werden, dass Deutschland nicht in einen Krieg hineingezogen wird.","At the same time, everything must be done to ensure that Germany is not drawn into a war.",106,,True,False,False,False,False,False,True,True,False,89,18,"Our country is at a turning point: the next election period will decide whether Germany will remain in the league of leading industrial nations in the future or whether it will be irrevocably relegated because it is losing important industries and thus the basis of its prosperity. At the same time, everything must be done to ensure that Germany is not drawn into a war.",9,"At the same time, everything must be done to ensure that Germany is not drawn into a war. </s> </s> Our country is at a turning point: the next election period will decide whether Germany will remain in the league of leading industrial nations in the future or whether it will be irrevocably relegated because it is losing important industries and thus the basis of its prosperity. At the same time, everything must be done to ensure that Germany is not drawn into a war. </s>"
"Die heutige Welt ist geprägt von Spannungen, Konflikten und immer mehr Kriegen, an denen auch Atommächte beteiligt sind.","Today's world is characterized by tensions, conflicts and more and more wars in which nuclear powers are also involved.",106,,True,False,False,False,False,False,True,True,False,119,19,"At the same time, everything must be done to ensure that Germany is not drawn into a war. Today's world is characterized by tensions, conflicts and more and more wars in which nuclear powers are also involved.",10,"Today's world is characterized by tensions, conflicts and more and more wars in which nuclear powers are also involved. </s> </s> At the same time, everything must be done to ensure that Germany is not drawn into a war. Today's world is characterized by tensions, conflicts and more and more wars in which nuclear powers are also involved. </s>"
Deutschland gehört mittlerweile zu den größten Waffenexporteuren in Kriegsgebiete und ist so mitverantwortlich für Leid und Tod.,Germany is now one of the largest exporters of weapons to war zones and is therefore partly responsible for suffering and death.,105,,True,False,False,False,False,False,True,True,False,128,22,"Today's world is characterized by tensions, conflicts and more and more wars in which nuclear powers are also involved. Germany is now one of the largest exporters of weapons to war zones and is therefore partly responsible for suffering and death.",11,"Germany is now one of the largest exporters of weapons to war zones and is therefore partly responsible for suffering and death. </s> </s> Today's world is characterized by tensions, conflicts and more and more wars in which nuclear powers are also involved. Germany is now one of the largest exporters of weapons to war zones and is therefore partly responsible for suffering and death. </s>"
"Auch hierzulande fließen immer mehr Ressourcen in die Aufrüstung und wir sollen an den Gedanken gewöhnt werden, dass der Krieg irgendwann auch zu uns kommt.","In this country too, more and more resources are flowing into armaments and we are being accustomed to the idea that war will come to us at some point.",105,,True,False,False,False,False,False,True,True,False,151,29,"Germany is now one of the largest exporters of weapons to war zones and is therefore partly responsible for suffering and death. In this country too, more and more resources are flowing into armaments and we are being accustomed to the idea that war will come to us at some point.",12,"In this country too, more and more resources are flowing into armaments and we are being accustomed to the idea that war will come to us at some point. </s> </s> Germany is now one of the largest exporters of weapons to war zones and is therefore partly responsible for suffering and death. In this country too, more and more resources are flowing into armaments and we are being accustomed to the idea that war will come to us at some point. </s>"
Diesen Wahnsinn wollen wir stoppen!,We want to stop this madness!,105,,False,False,True,False,False,False,True,True,False,29,6,"In this country too, more and more resources are flowing into armaments and we are being accustomed to the idea that war will come to us at some point. We want to stop this madness!",13,"We want to stop this madness! </s> </s> In this country too, more and more resources are flowing into armaments and we are being accustomed to the idea that war will come to us at some point. We want to stop this madness! </s>"
"Unser Land kann schon deshalb nicht „kriegstüchtig“ werden, weil wir einen großen europäischen Krieg im Atomzeitalter nicht überleben würden.","Our country cannot become ""fit for war"" if only because we would not survive a major European war in the nuclear age.",105,,True,False,False,False,False,False,True,True,False,117,22,"We want to stop this madness! Our country cannot become ""fit for war"" if only because we would not survive a major European war in the nuclear age.",14,"Our country cannot become ""fit for war"" if only because we would not survive a major European war in the nuclear age. </s> </s> We want to stop this madness! Our country cannot become ""fit for war"" if only because we would not survive a major European war in the nuclear age. </s>"
"Das BSW ist die einzige Friedenspartei im Deutschen Bundestag, die die aktuelle Hochrüstung ebenso konsequent ablehnt wie Waffenlieferungen in Kriegsgebiete.",The BSW is the only peace party in the German Bundestag that consistently rejects the current arms build-up as well as arms deliveries to war zones.,105,,True,False,False,False,False,False,True,True,False,148,26,"Our country cannot become ""fit for war"" if only because we would not survive a major European war in the nuclear age. The BSW is the only peace party in the German Bundestag that consistently rejects the current arms build-up as well as arms deliveries to war zones.",15,"The BSW is the only peace party in the German Bundestag that consistently rejects the current arms build-up as well as arms deliveries to war zones. </s> </s> Our country cannot become ""fit for war"" if only because we would not survive a major European war in the nuclear age. The BSW is the only peace party in the German Bundestag that consistently rejects the current arms build-up as well as arms deliveries to war zones. </s>"
Anstelle eines neuen Wettrüstens brauchen wir ernsthafte Bemühungen um die diplomatische Lösung von Konflikten und neue Verträge über Rüstungskontrolle und gemeinsame Sicherheit.,"Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security.",105,,True,False,False,False,False,False,True,True,False,147,25,"The BSW is the only peace party in the German Bundestag that consistently rejects the current arms build-up as well as arms deliveries to war zones. Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security.",16,"Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. </s> </s> The BSW is the only peace party in the German Bundestag that consistently rejects the current arms build-up as well as arms deliveries to war zones. Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. </s>"
"Das BSW legt ein Wahlprogramm für einen politischen Neuanfang 2025 vor: Für ein Deutschland, in dem sich die Bürger wieder wohl und sicher fühlen,","The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again,",605.1,,False,False,False,False,False,True,False,False,False,147,25,"Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder.",17,"The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, </s> </s> Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. </s>"
in dem die Schulen Bildung fürs Leben vermitteln,in which schools provide education for life,506,,False,False,False,False,False,False,False,False,True,43,7,"Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder.",17,"in which schools provide education for life </s> </s> Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. </s>"
"und jeder Kranke einen guten Arzt findet,","and every sick person finds a good doctor,",504,,False,False,False,False,False,True,False,False,False,42,8,"Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder.",17,"and every sick person finds a good doctor, </s> </s> Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. </s>"
"in dem die Fleißigen belohnt werden und nicht die Erben,","in which the hard-working are rewarded and not the heirs,",503,,False,False,False,False,False,True,False,False,False,57,10,"Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder.",17,"in which the hard-working are rewarded and not the heirs, </s> </s> Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. </s>"
"ein Land, in dem Anstrengung wieder Aufstieg ermöglicht",a country in which effort makes advancement possible again,503,,False,False,False,False,False,False,False,False,True,58,9,"Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder.",17,"a country in which effort makes advancement possible again </s> </s> Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. </s>"
und die Politik den Menschen das Leben leichter und nicht schwerer macht.,and politics makes life easier for people and not harder.,303,,True,False,False,False,False,False,True,True,False,57,10,"Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder.",17,"and politics makes life easier for people and not harder. </s> </s> Instead of a new arms race, we need serious efforts to find diplomatic solutions to conflicts and new treaties on arms control and common security. The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. </s>"
"Wir wollen die drohende Deindustrialisierung stoppen, indem wir die Energiepreise durch eine vernünftige Energiepolitik senken,","We want to stop the threat of deindustrialization by lowering energy prices through a sensible energy policy,",411,,False,False,False,False,False,True,False,False,False,109,17,"The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. We want to stop the threat of deindustrialization by lowering energy prices through a sensible energy policy, promoting innovation open to technology, modernizing our ailing infrastructure by reforming the debt brake and relieving SMEs of bureaucratic burdens.",18,"We want to stop the threat of deindustrialization by lowering energy prices through a sensible energy policy, </s> </s> The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. We want to stop the threat of deindustrialization by lowering energy prices through a sensible energy policy, promoting innovation open to technology, modernizing our ailing infrastructure by reforming the debt brake and relieving SMEs of bureaucratic burdens. </s>"
"Innovation technologieoffen fördern,","promoting innovation open to technology,",411,,False,False,False,False,False,True,False,False,False,40,5,"The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. We want to stop the threat of deindustrialization by lowering energy prices through a sensible energy policy, promoting innovation open to technology, modernizing our ailing infrastructure by reforming the debt brake and relieving SMEs of bureaucratic burdens.",18,"promoting innovation open to technology, </s> </s> The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. We want to stop the threat of deindustrialization by lowering energy prices through a sensible energy policy, promoting innovation open to technology, modernizing our ailing infrastructure by reforming the debt brake and relieving SMEs of bureaucratic burdens. </s>"
über eine Reform der Schuldenbremse unsere marode Infrastruktur modernisieren,modernizing our ailing infrastructure by reforming the debt brake,411,,False,False,False,False,False,False,False,False,True,65,9,"The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. We want to stop the threat of deindustrialization by lowering energy prices through a sensible energy policy, promoting innovation open to technology, modernizing our ailing infrastructure by reforming the debt brake and relieving SMEs of bureaucratic burdens.",18,"modernizing our ailing infrastructure by reforming the debt brake </s> </s> The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. We want to stop the threat of deindustrialization by lowering energy prices through a sensible energy policy, promoting innovation open to technology, modernizing our ailing infrastructure by reforming the debt brake and relieving SMEs of bureaucratic burdens. </s>"
und den Mittelstand von bürokratischen Auflagen entlasten.,and relieving SMEs of bureaucratic burdens.,303,,True,False,False,False,False,False,True,True,False,43,6,"The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. We want to stop the threat of deindustrialization by lowering energy prices through a sensible energy policy, promoting innovation open to technology, modernizing our ailing infrastructure by reforming the debt brake and relieving SMEs of bureaucratic burdens.",18,"and relieving SMEs of bureaucratic burdens. </s> </s> The BSW is presenting an election program for a new political beginning in 2025: For a Germany in which citizens feel comfortable and secure again, in which schools provide education for life and every sick person finds a good doctor, in which the hard-working are rewarded and not the heirs, a country in which effort makes advancement possible again and politics makes life easier for people and not harder. We want to stop the threat of deindustrialization by lowering energy prices through a sensible energy policy, promoting innovation open to technology, modernizing our ailing infrastructure by reforming the debt brake and relieving SMEs of bureaucratic burdens. </s>"
"Die Krisen der letzten Jahre haben die arbeitende Mitte belastet, während die Vermögen der oberen Zehntausend weiter gewachsen sind.","The crises of recent years have put a strain on the working middle classes, while the wealth of the top ten thousand has continued to grow.",503,,True,False,False,False,False,False,True,True,False,139,26,"We want to stop the threat of deindustrialization by lowering energy prices through a sensible energy policy, promoting innovation open to technology, modernizing our ailing infrastructure by reforming the debt brake and relieving SMEs of bureaucratic burdens. The crises of recent years have put a strain on the working middle classes, while the wealth of the top ten thousand has continued to grow.",19,"The crises of recent years have put a strain on the working middle classes, while the wealth of the top ten thousand has continued to grow. </s> </s> We want to stop the threat of deindustrialization by lowering energy prices through a sensible energy policy, promoting innovation open to technology, modernizing our ailing infrastructure by reforming the debt brake and relieving SMEs of bureaucratic burdens. The crises of recent years have put a strain on the working middle classes, while the wealth of the top ten thousand has continued to grow. </s>"
"Die Vermögensungleichheit in Deutschland ist so groß wie zu Zeiten, als in Deutschland noch ein Kaiser regierte.",Wealth inequality in Germany is as great as it was when Germany was ruled by an emperor.,503,,True,False,False,False,False,False,True,True,False,88,17,"The crises of recent years have put a strain on the working middle classes, while the wealth of the top ten thousand has continued to grow. Wealth inequality in Germany is as great as it was when Germany was ruled by an emperor.",20,"Wealth inequality in Germany is as great as it was when Germany was ruled by an emperor. </s> </s> The crises of recent years have put a strain on the working middle classes, while the wealth of the top ten thousand has continued to grow. Wealth inequality in Germany is as great as it was when Germany was ruled by an emperor. </s>"
"Eine Gesellschaft, in der die Mächtigsten nur noch von der Motivation getrieben sind, aus Geld mehr Geld zu machen, verliert ihren sozialen Zusammenhalt.",A society in which the most powerful are only driven by the motivation to make more money out of money loses its social cohesion.,606.1,,True,False,False,False,False,False,True,True,False,129,24,Wealth inequality in Germany is as great as it was when Germany was ruled by an emperor. A society in which the most powerful are only driven by the motivation to make more money out of money loses its social cohesion.,21,A society in which the most powerful are only driven by the motivation to make more money out of money loses its social cohesion. </s> </s> Wealth inequality in Germany is as great as it was when Germany was ruled by an emperor. A society in which the most powerful are only driven by the motivation to make more money out of money loses its social cohesion. </s>
"Wir wollen den Mindestlohn auf 15 Euro erhöhen,","We want to increase the minimum wage to 15 euros,",412,,False,False,False,False,False,True,False,False,False,49,10,"A society in which the most powerful are only driven by the motivation to make more money out of money loses its social cohesion. We want to increase the minimum wage to 15 euros, strengthen collective bargaining , introduce a citizens' insurance scheme instead of the current two-tier medical system and a pension system based on the Austrian model, where the average pensioner receives a good 800 euros more per month.",22,"We want to increase the minimum wage to 15 euros, </s> </s> A society in which the most powerful are only driven by the motivation to make more money out of money loses its social cohesion. We want to increase the minimum wage to 15 euros, strengthen collective bargaining , introduce a citizens' insurance scheme instead of the current two-tier medical system and a pension system based on the Austrian model, where the average pensioner receives a good 800 euros more per month. </s>"
"die Tarifbindung stärken,",strengthen collective bargaining,701,,False,False,False,False,False,False,False,False,True,32,3,"A society in which the most powerful are only driven by the motivation to make more money out of money loses its social cohesion. We want to increase the minimum wage to 15 euros, strengthen collective bargaining , introduce a citizens' insurance scheme instead of the current two-tier medical system and a pension system based on the Austrian model, where the average pensioner receives a good 800 euros more per month.",22,"strengthen collective bargaining </s> </s> A society in which the most powerful are only driven by the motivation to make more money out of money loses its social cohesion. We want to increase the minimum wage to 15 euros, strengthen collective bargaining , introduce a citizens' insurance scheme instead of the current two-tier medical system and a pension system based on the Austrian model, where the average pensioner receives a good 800 euros more per month. </s>"
