text,text_en,cmp_code,eu_code,ends_with_period,ends_with_question,ends_with_exclamation,ends_with_colon,ends_with_semicolon,ends_with_comma,is_sentence_complete,is_clause_complete,has_no_punctuation,text_length,word_count,context,thought_id,input_text
- Schleswig-Holstein kommt bei Investitionen in die Verkehrsinfrastruktur zu kurz,- Schleswig-Holstein is missing out on investment in transport infrastructure,,,False,False,False,False,False,False,False,False,True,77,10,"Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy",2,"- Schleswig-Holstein is missing out on investment in transport infrastructure </s> </s> Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democra </s>"
- Der Küstenschutz in Schleswig-Holstein muss Priorität haben,- Coastal protection in Schleswig-Holstein must be a priority,,,False,False,False,False,False,False,False,False,True,61,9,"Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy",2,"- Coastal protection in Schleswig-Holstein must be a priority </s> </s> Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democra </s>"
- Umweltpolitik muss Mensch und Natur konsequent schützen,- Environmental policy must consistently protect people and nature,,,False,False,False,False,False,False,False,False,True,66,9,"Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy",2,"- Environmental policy must consistently protect people and nature </s> </s> Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democra </s>"
- Die Wirtschaftskrise meistern: Starke Unternehmen und gute Arbeit in allen Regionen des Landes,- Overcoming the economic crisis: strong companies and good jobs in all regions of the state,,,False,False,False,False,False,False,False,False,True,92,16,"Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy",2,"- Overcoming the economic crisis: strong companies and good jobs in all regions of the state </s> </s> Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democra </s>"
- Regional und nachhaltig: Wir brauchen eine andere Landwirtschaftspolitik,- Regional and sustainable: we need a different agricultural policy,,,False,False,False,False,False,False,False,False,True,67,10,"Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy",2,"- Regional and sustainable: we need a different agricultural policy </s> </s> Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democra </s>"
- Finanzpolitik nicht auf Kosten der Schwächsten,- Financial policy not at the expense of the weakest,,,False,False,False,False,False,False,False,False,True,52,10,"Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy",2,"- Financial policy not at the expense of the weakest </s> </s> Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democra </s>"
"- Eine Europäische Union, die nationale Minderheiten schütz und fördert",- A European Union that protects and promotes national minorities,,,False,False,False,False,False,False,False,False,True,65,10,"Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy",2,"- A European Union that protects and promotes national minorities </s> </s> Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democra </s>"
"- Frieden, soziale Gerechtigkeit, Demokratie und Menschenrechte müssen die Säulen der deutschen Außenpolitik sein","- Peace, social justice, democracy and human rights must be the pillars of German foreign policy",,,False,False,False,False,False,False,False,False,True,96,16,"Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy",2,"- Peace, social justice, democracy and human rights must be the pillars of German foreign policy </s> </s> Adopted at the SSW main committee meeting on 03.12.2024 and the SSW state party conference on 11.01.2025 in Schleswig Contents Introduction: - Whoever votes SSW, votes for Schleswig-Holstein - Putting the state on course: Regional answers to the crises of our time This is what we want to achieve in the Bundestag: - Good minority policy is peace policy - No social cuts, but services of general interest for all - Climate protection must be social and fair for future generations - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democra </s>"
- Sachliche Innen- und Rechtspolitik für alle Bürger:innen,- Objective domestic and legal policy for all citizens,,,False,False,False,False,False,False,False,False,True,54,9,"- Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy - Objective domestic and legal policy for all citizens - For a humane and realistic asylum and integration policy: Local authorities must not be left alone - Nordic understanding of democracy: democracy thrives on participation - Equality policy based on the Scandinavian model - Education and training policy must create equal opportunities for all - Culture is not a luxury - The federal government must focus more on young people",3,"- Objective domestic and legal policy for all citizens </s> </s> - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy - Objective domestic and legal policy for all citizens - For a humane and realistic asylum and integration policy: Local authorities must not be left alone - Nordic understanding of democracy: democracy thrives on participation - Equality policy based on the Scandinavian model - Education and training policy must create equal opportunities for all - Culture is not a luxury - The federal government must focus more </s>"
- Für eine humane und realistische Asyl- und Integrationspolitik:,- For a humane and realistic asylum and integration policy:,,,False,False,False,True,False,False,False,True,False,59,10,"- Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy - Objective domestic and legal policy for all citizens - For a humane and realistic asylum and integration policy: Local authorities must not be left alone - Nordic understanding of democracy: democracy thrives on participation - Equality policy based on the Scandinavian model - Education and training policy must create equal opportunities for all - Culture is not a luxury - The federal government must focus more on young people",3,"- For a humane and realistic asylum and integration policy: </s> </s> - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy - Objective domestic and legal policy for all citizens - For a humane and realistic asylum and integration policy: Local authorities must not be left alone - Nordic understanding of democracy: democracy thrives on participation - Equality policy based on the Scandinavian model - Education and training policy must create equal opportunities for all - Culture is not a luxury - The federal government must focus more </s>"
Die Kommunen dürfen nicht alleingelassen werden,Local authorities must not be left alone,,,False,False,False,False,False,False,False,False,True,40,7,"- Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy - Objective domestic and legal policy for all citizens - For a humane and realistic asylum and integration policy: Local authorities must not be left alone - Nordic understanding of democracy: democracy thrives on participation - Equality policy based on the Scandinavian model - Education and training policy must create equal opportunities for all - Culture is not a luxury - The federal government must focus more on young people",3,"Local authorities must not be left alone </s> </s> - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy - Objective domestic and legal policy for all citizens - For a humane and realistic asylum and integration policy: Local authorities must not be left alone - Nordic understanding of democracy: democracy thrives on participation - Equality policy based on the Scandinavian model - Education and training policy must create equal opportunities for all - Culture is not a luxury - The federal government must focus more </s>"
- Nordisches Demokratieverständnis: Demokratie lebt vom Mitmachen,- Nordic understanding of democracy: democracy thrives on participation,,,False,False,False,False,False,False,False,False,True,71,9,"- Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy - Objective domestic and legal policy for all citizens - For a humane and realistic asylum and integration policy: Local authorities must not be left alone - Nordic understanding of democracy: democracy thrives on participation - Equality policy based on the Scandinavian model - Education and training policy must create equal opportunities for all - Culture is not a luxury - The federal government must focus more on young people",3,"- Nordic understanding of democracy: democracy thrives on participation </s> </s> - Schleswig-Holstein is missing out on investment in transport infrastructure - Coastal protection in Schleswig-Holstein must be a priority - Environmental policy must consistently protect people and nature - Overcoming the economic crisis: strong companies and good jobs in all regions of the state - Regional and sustainable: we need a different agricultural policy - Financial policy not at the expense of the weakest - A European Union that protects and promotes national minorities - Peace, social justice, democracy and human rights must be the pillars of German foreign policy - Objective domestic and legal policy for all citizens - For a humane and realistic asylum and integration policy: Local authorities must not be left alone - Nordic understanding of democracy: democracy thrives on participation - Equality policy based on the Scandinavian model - Education and training policy must create equal opportunities for all - Culture is not a luxury - The federal government must focus more </s>"
